ID	SYMBOL	NAME	PRICE	CHANGE_24H%	VOLUME
dola-usd	dola	DOLA	0.995105	-0.07181	1203812
proton	xpr	XPR Network	0.00435338	-4.4835	2780756
allora	allo	Allora	0.612818	-51.91122	233224573
wrapped-aave-ethereum-weth	waethweth	Wrapped Aave Ethereum WETH	3648.28	-2.56337	2585091
zetachain	zeta	ZetaChain	0.108048	-1.98866	10876483
sui-bridged-wbtc-sui	wbtc	Sui Bridged WBTC (Sui)	102767	-2.79594	6034147
blur	blur	Blur	0.04636392	-2.31744	16221200
wrapped-aave-ethereum-usdt	waethusdt	Wrapped Aave Ethereum USDT	1.15	0.02872	4415900
restaking-vault-eth	rsteth	Restaking Vault ETH	4339.51	0.54619	895.45
rollbit-coin	rlb	Rollbit Coin	0.064037	-1.72348	316272
melania-meme	melania	Melania Meme	0.141345	-26.29711	73115057
metal-blockchain	metal	Metal Blockchain	0.233225	-7.66607	1161627
ozone-chain	ozo	Ozone Chain	0.130771	-0.38086	232982
tdccp	tdccp	TDCCP	0.182408	-4.74989	109993
verge	xvg	Verge	0.00702262	-7.54697	10875188
bitkub-coin	kub	KUB Coin	1.31	-0.59945	298792
peanut-the-squirrel	pnut	Peanut the Squirrel	0.115291	-5.43213	24488427
vethor-token	vtho	VeThor	0.00120361	1.68315	4948529
compound-ether	ceth	cETH	69.48	-2.58975	7.01
gaib-ai-dollar-alpha-usdc	aidausdc	Gaib AI Dollar Alpha USDC	1	0.08395	7152.21
holotoken	hot	Holo	0.00064062	-3.19707	6698397
anzen-usdz	usdz	Anzen USDz	0.984975	-0.58895	68055
siacoin	sc	Siacoin	0.00201259	-0.33961	5304466
unibase	ub	Unibase	0.0450016	-8.14226	23502861
avalanche-bridged-weth-avalanche	weth	Avalanche Bridged WETH (Avalanche)	3459.4	-2.36025	35258123
zignaly	zig	ZIGChain	0.079455	-4.5266	2945561
alchemist-ai	alch	Alchemist AI	0.130876	7.85574	51014459
vvs-finance	vvs	VVS Finance	0.00000259	-2.83047	779798
cow-protocol	cow	CoW Protocol	0.210935	-0.57449	21978730
usda-3	usda	USDA	0.993807	-0.40573	39309193
succinct	prove	Succinct	0.56742	-4.06318	21317746
frax-usd	frxusd	Frax USD	0.999757	0.07387	2535134
coti	coti	COTI	0.04438552	-13.17383	53566655
moonwell-flagship-eth-morpho-vault	mweth	Moonwell Flagship ETH (Morpho Vault)	3667.24	null	125.17
quantum-resistant-ledger	qrl	Quantum Resistant Ledger	1.39	-1.51401	111691
iotex	iotx	IoTeX	0.01148376	-3.36146	35227120
gems-vip	gems	Gems VIP	0.166323	-4.82858	972162
ostrich	rich	Ostrich	3.04	-0.48465	14562.38
euler	eul	Euler	5.74	-7.18343	9606915
verus-coin	vrsc	Verus	1.33	-1.33112	24881
renzo-restaked-lst	pzeth	Renzo Restaked LST	4205.24	-2.7598	844.82
ordinals	ordi	ORDI	5.03	-1.8582	42737949
aelf	elf	aelf	0.130501	4.37275	4324697
onyc	onyc	Onchain Yield Coin	1.046	-0.01558	1170796
apex-token-2	apex	APEX	0.803741	0.78546	4327735
mantra-dao	om	MANTRA	0.093463	-5.57563	28877570
frax-share	frax	Frax (prev. FXS)	1.16	-2.67785	12620176
midas-mhyper	mhyper	Midas mHYPER	1.051	0	125705
skale	skl	SKALE	0.01709263	-8.26269	18620981
chutes	sn64	Chutes	29.72	-2.23942	2425695
ankr	ankr	Ankr Network	0.01013523	3.49339	68233279
casper-network	cspr	Casper Network	0.00745071	-4.38962	2216430
gmx	gmx	GMX	9.77	-2.06352	12965919
tradable-singapore-fintech-ssl-2	pc0000023	Tradable Singapore Fintech SSL	1	0	0
syndicate-3	synd	Syndicate	0.209987	-13.07808	19846884
ring-usd	usdr	Ring USD	0.99984	-0.0469	22360
peaq-2	peaq	peaq	0.069123	-4.62685	3928521
unit-plasma	uxpl	Unit Plasma	0.277854	-13.57425	16640681
qusdt	qusdt	QL1 Bridged USDT (QL1)	0.999712	-0.00319	75.07
hashkey-ecopoints	hsk	HashKey Platform Token	0.323165	0.32815	1165725
momentum-3	mmt	Momentum	0.488138	-7.13342	180088264
savings-xdai	sdai	Savings xDAI	1.21	0.08741	7951556
centrifuge-2	cfg	Centrifuge	0.17369	-5.11561	3340436
mashida	mshd	Mashida	0.00985375	-2.23075	14046.11
omni-network	omni	Omni Network [Old]	1.97	3.49105	237887
lcx	lcx	LCX	0.10414	-2.15484	545085
dfdv-staked-sol	dfdvsol	DFDV Staked SOL	175.1	null	722.87
vicicoin	vcnt	ViciCoin	17.1	-0.85979	196781
polymesh	polyx	Polymesh	0.07969	0.47433	9645243
request-network	req	Request	0.130522	-1.16225	2015220
vaneck-treasury-fund	vbill	VanEck Treasury Fund	1	0	0
debridge	dbr	deBridge	0.02354077	-4.65946	7894814
resolv-rlp	rlp	Resolv Liquidity Provider Token	1.26	0.01028	352489
sushi	sushi	Sushi	0.495723	-1.35302	146637669
edu-coin	edu	Open Campus	0.159062	-2.96641	8449784
