ID	SYMBOL	NAME	PRICE	CHANGE_24H%	VOLUME
wrapped-aave-ethereum-usdc	waethusdc	Wrapped Aave Ethereum USDC	1.15	-0.3721	14640438
wrapped-aave-ethereum-weth	waethweth	Wrapped Aave Ethereum WETH	3600.95	2.80104	2722802
usdx-money-usdx	usdx	Stables Labs USDX	0.174821	-72.03197	473048
wrapped-aave-ethereum-usdt	waethusdt	Wrapped Aave Ethereum USDT	1.14	-0.01289	51826351
siacoin	sc	Siacoin	0.0021242	10.06002	18728533
succinct	prove	Succinct	0.612265	9.26858	38662485
ozone-chain	ozo	Ozone Chain	0.130582	-1.27505	231413
tdccp	tdccp	TDCCP	0.181965	3.2029	318589
restaking-vault-eth	rsteth	Restaking Vault ETH	4164.02	3.05612	4050.85
bitkub-coin	kub	KUB Coin	1.31	1.39118	638140
gems-vip	gems	Gems VIP	0.179965	3.1855	939753
vethor-token	vtho	VeThor	0.00119845	13.47741	6265725
gaib-ai-dollar-alpha-usdc	aidausdc	Gaib AI Dollar Alpha USDC	1.001	0.47043	1943267
chia	xch	Chia	7.85	19.98545	15799503
anzen-usdz	usdz	Anzen USDz	0.992608	1.07889	104226
mantra-dao	om	MANTRA	0.102579	12.9469	47112166
apex-token-2	apex	APEX	0.869365	6.47708	7067915
compound-ether	ceth	cETH	68.6	2.72902	216.72
cow-protocol	cow	CoW Protocol	0.214601	9.91962	13946560
ostrich	rich	Ostrich	3.18	5.16046	28254
usda-3	usda	USDA	0.995291	-0.0135	43846071
debridge	dbr	deBridge	0.02693321	-8.81714	18766278
hashkey-ecopoints	hsk	HashKey Platform Token	0.330125	12.30912	4483293
moonwell-flagship-eth-morpho-vault	mweth	Moonwell Flagship ETH (Morpho Vault)	3667.24	null	125.17
euler	eul	Euler	5.83	3.04889	15394269
skale	skl	SKALE	0.01794191	13.8148	20189038
frax-share	frax	Frax (prev. FXS)	1.21	4.59801	16429816
quantum-resistant-ledger	qrl	Quantum Resistant Ledger	1.38	-3.6863	126698
avalanche-bridged-weth-avalanche	weth	Avalanche Bridged WETH (Avalanche)	3423.24	3.38357	40248469
casper-network	cspr	Casper Network	0.00775119	12.97375	3690227
peaq-2	peaq	peaq	0.073382	9.70363	7893694
centrifuge-2	cfg	Centrifuge	0.184508	22.88791	5934771
verus-coin	vrsc	Verus	1.32	-1.09516	2982.61
frax-usd	frxusd	Frax USD	0.999954	0.15385	7023691
iotex	iotx	IoTeX	0.01106968	12.14148	12191975
renzo-restaked-lst	pzeth	Renzo Restaked LST	4155.48	4.80575	586.91
onyc	onyc	Onchain Yield Coin	1.045	-0.01127	2934295
zignaly	zig	ZIGChain	0.073937	2.76112	4665188
mashida	mshd	Mashida	0.01038233	0.82916	36399
chutes	sn64	Chutes	30.82	-1.18877	2494706
edu-coin	edu	Open Campus	0.172088	7.24739	19246985
aelf	elf	aelf	0.127633	6.86935	3013731
memecoin-2	meme	Memecoin	0.00172482	19.47823	55722196
tradable-singapore-fintech-ssl-2	pc0000023	Tradable Singapore Fintech SSL	1	0	0
ring-usd	usdr	Ring USD	1.003	0.33339	23598
gmx	gmx	GMX	9.68	7.21406	14544433
ankr	ankr	Ankr Network	0.00999609	9.70958	15995539
qusdt	qusdt	QL1 Bridged USDT (QL1)	0.999317	-0.01278	1820.13
savings-xdai	sdai	Savings xDAI	1.21	-0.26418	9880464
mbg-by-multibank-group	mbg	MBG By Multibank Group	0.76541	4.42527	23298779
vicicoin	vcnt	ViciCoin	17.25	0.10126	325709
sushi	sushi	Sushi	0.50713	14.84438	37684860
request-network	req	Request	0.13048	5.77123	2878085
vaneck-treasury-fund	vbill	VanEck Treasury Fund	1	0	0
moo-deng	moodeng	Moo Deng	0.098081	11.65417	36038222
metaplex	mplx	Metaplex	0.171447	6.70531	5979577
firepool	fire	Firepool	0.094985	36.17665	4064850
resolv-rlp	rlp	Resolv Liquidity Provider Token	1.26	0.08447	437079
polymesh	polyx	Polymesh	0.079107	11.42344	5162898
uma	uma	UMA	1.079	15.28325	27973972
ethereum-pow-iou	ethw	EthereumPoW	0.879602	7.39258	15529235
pirate-chain	arrr	Pirate Chain	0.48219	15.71173	578483
vana	vana	Vana	3.07	8.09094	21709558
melania-meme	melania	Melania Meme	0.113141	8.48371	7864843
midas-mhyper	mhyper	Midas mHYPER	1.051	0.09795	125705
vaultbridge-bridged-wbtc-katana	vbwbtc	VaultBridge Bridged WBTC (Katana)	102812	1.48686	5340006
numeraire	nmr	Numeraire	11.73	6.9142	21583155
dfdv-staked-sol	dfdvsol	DFDV Staked SOL	168.2	2.78148	22.14
wrapped-centrifuge	wcfg	Wrapped Centrifuge	0.180116	20.0276	215573
